date,depth_m,chla_mg_l,cond_us_cm,do_mg_l,do_sat,orp_ug_l,ph,temp_deg_c,turb_ntu
2010-04-30,6,NA,113,11.45,97.7,NA,NA,7.88,NA
2010-04-30,7,NA,113,11.42,97.5,NA,NA,7.87,NA
2010-04-30,8,NA,113.3,11.4,97.3,NA,NA,7.86,NA
2010-04-30,9,NA,113,11.39,97.2,NA,NA,7.85,NA
2010-04-30,10,NA,113.3,11.38,97,NA,NA,7.85,NA
2010-04-30,11,NA,112.9,11.38,97,NA,NA,7.85,NA
2010-04-30,12,NA,113.3,11.34,96.7,NA,NA,7.83,NA
2010-04-30,13,NA,113.2,11.35,96.7,NA,NA,7.83,NA
2010-04-30,14,NA,113.3,11.31,96.4,NA,NA,7.83,NA
2010-04-30,15,NA,112.9,11.29,96.2,NA,NA,7.82,NA
2010-04-30,16,NA,113.2,11.28,96.1,NA,NA,7.81,NA
2010-04-30,17,NA,112.8,11.25,95.8,NA,NA,7.75,NA
2010-04-30,18,NA,113.1,11.23,95.5,NA,NA,7.72,NA
2010-04-30,19,NA,113.1,11.21,95.2,NA,NA,7.69,NA
2010-04-30,20,NA,113.3,11.2,95.1,NA,NA,7.66,NA
2010-04-30,21,NA,112.8,11.19,95,NA,NA,7.66,NA
2010-04-30,22,NA,113.4,11.19,94.9,NA,NA,7.63,NA
2010-04-30,23,NA,113.3,11.19,94.9,NA,NA,7.61,NA
2010-04-30,24,NA,113.5,11.17,94.7,NA,NA,7.59,NA
2010-04-30,25,NA,113.3,11.15,94.4,NA,NA,7.57,NA
2010-04-30,26,NA,113.1,11.15,94.4,NA,NA,7.55,NA
2010-04-30,27,NA,112.9,11.11,94,NA,NA,7.54,NA
2010-04-30,28,NA,113,11.11,93.9,NA,NA,7.49,NA
2010-04-30,29,NA,113,11.06,93.4,NA,NA,7.44,NA
2010-04-30,30,NA,113.3,11.05,92.9,NA,NA,7.26,NA
2010-04-30,31,NA,116.6,10.94,91.5,NA,NA,7.03,NA
2010-05-17,1,NA,113.4,11.175,106,NA,NA,12.385,NA
2010-05-17,2,NA,112.8,11.17,105.9,NA,NA,12.32,NA
2010-05-17,3,NA,112.9,11.13,105.4,NA,NA,12.28,NA
2010-05-17,4,NA,113.1,11.12,104.7,NA,NA,12.04,NA
2010-05-17,5,NA,112.6,11.09,103.2,NA,NA,11.51,NA
2010-05-17,6,NA,112.7,11.02,101.4,NA,NA,11.06,NA
2010-05-17,7,NA,112.9,11,101,NA,NA,10.91,NA
2010-05-17,8,NA,113.5,10.96,100.4,NA,NA,10.85,NA
2010-05-17,9,NA,112.9,10.94,100.2,NA,NA,10.83,NA
2010-05-17,10,NA,113.2,10.9,99.8,NA,NA,10.83,NA
2010-05-17,11,NA,113.6,10.81,98.2,NA,NA,10.5,NA
2010-05-17,12,NA,113.5,10.77,97.7,NA,NA,10.43,NA
2010-05-17,13,NA,113,10.72,97,NA,NA,10.31,NA
2010-05-17,14,NA,113.4,10.67,96,NA,NA,10.08,NA
2010-05-17,15,NA,113.2,10.62,95.4,NA,NA,10.01,NA
2010-05-17,16,NA,113.2,10.57,94.6,NA,NA,9.85,NA
2010-05-17,17,NA,112,10.54,93.5,NA,NA,9.48,NA
2010-05-17,18,NA,112.5,10.51,92.8,NA,NA,9.29,NA
2010-05-17,19,NA,112.7,10.46,92.2,NA,NA,9.21,NA
2010-05-17,20,NA,112.9,10.46,91.9,NA,NA,9.08,NA
2010-05-17,21,NA,113.2,10.46,91.5,NA,NA,8.92,NA
2010-05-17,22,NA,113.6,10.39,90.5,NA,NA,8.75,NA
2010-05-17,23,NA,113.5,10.23,88.9,NA,NA,8.61,NA
2010-05-17,24,NA,113.5,10.17,88,NA,NA,8.42,NA
2010-05-17,25,NA,113.9,10.16,87.8,NA,NA,8.37,NA
2010-05-17,26,NA,113.7,10.15,87.4,NA,NA,8.25,NA
2010-05-17,27,NA,113.8,9.88,84.8,NA,NA,8.12,NA
2010-05-17,28,NA,114,9.82,84.2,NA,NA,8.06,NA
2010-05-17,29,NA,113.5,9.76,83.4,NA,NA,7.97,NA
2010-05-17,30,NA,113.5,9.74,83.2,NA,NA,7.95,NA
2010-05-17,31,NA,114.1,9.63,82.3,NA,NA,7.92,NA
2010-05-28,1,NA,116.75,10.350000000000001,114.8,NA,NA,19.740000000000002,NA
2010-05-28,2,NA,117.4,10.44,114.7,NA,NA,19.26,NA
2010-05-28,3,NA,116.8,10.41,113.7,NA,NA,18.98,NA
2010-05-28,4,NA,117.4,10.4,112.5,NA,NA,18.51,NA
2010-05-28,5,NA,116.2,10.52,112.1,NA,NA,17.75,NA
2010-05-28,6,NA,116.8,10.48,109.8,NA,NA,16.92,NA
2010-05-28,7,NA,114.3,10.49,103.6,NA,NA,14.17,NA
2010-05-28,8,NA,114.6,10.43,102.1,NA,NA,13.79,NA
2010-05-28,9,NA,114.8,10.45,101.7,NA,NA,13.51,NA
2010-05-28,10,NA,113.9,10.4,98.7,NA,NA,12.38,NA
2010-05-28,11,NA,113.1,10.39,97,NA,NA,11.7,NA
2010-05-28,12,NA,113.5,10.37,95.8,NA,NA,11.19,NA
2010-05-28,13,NA,113.2,10.34,94.8,NA,NA,10.87,NA
2010-05-28,14,NA,112.9,10.27,93.4,NA,NA,10.58,NA
2010-05-28,15,NA,113,10.25,92.7,NA,NA,10.27,NA
2010-05-28,16,NA,113.2,10.17,91.4,NA,NA,10.02,NA
2010-05-28,17,NA,112.8,10,89,NA,NA,9.62,NA
2010-05-28,18,NA,112.9,9.97,88.3,NA,NA,9.41,NA
2010-05-28,19,NA,113.2,9.85,87.1,NA,NA,9.32,NA
2010-05-28,20,NA,112.7,9.86,86.8,NA,NA,9.19,NA
2010-05-28,21,NA,113.2,9.82,86.4,NA,NA,9.11,NA
2010-05-28,22,NA,113.6,9.77,85.5,NA,NA,8.92,NA
2010-05-28,23,NA,113.1,9.58,83.5,NA,NA,8.79,NA
2010-05-28,24,NA,113.2,9.52,82.8,NA,NA,8.65,NA
2010-05-28,25,NA,114.2,8.87,76.8,NA,NA,8.43,NA
2010-05-28,26,NA,113.6,8.86,76.5,NA,NA,8.39,NA
2010-05-28,27,NA,113.7,8.82,76.1,NA,NA,8.34,NA
2010-05-28,28,NA,114.1,8.65,74.6,NA,NA,8.32,NA
2010-05-28,29,NA,113.7,8.62,74.3,NA,NA,8.3,NA
2010-05-28,30,NA,114.1,8.58,74,NA,NA,8.31,NA
2010-05-28,31,NA,114.1,8.55,73.7,NA,NA,8.3,NA
2010-05-28,32,NA,114.1,8.45,72.8,NA,NA,8.27,NA
2010-06-04,1,NA,112,NA,NA,NA,8.2,20.49,NA
2010-06-04,2,NA,110,NA,NA,NA,8.15,20.05,NA
2010-06-04,3,NA,111,NA,NA,NA,8.17,18.99,NA
2010-06-04,4,NA,111,NA,NA,NA,7.95,18.28,NA
2010-06-04,5,NA,111.5,NA,NA,NA,8.07,18.19,NA
2010-06-04,6,NA,113,NA,NA,NA,7.98,17.15,NA
2010-06-04,7,NA,113,NA,NA,NA,8.03,15.56,NA
2010-06-04,8,NA,112.5,NA,NA,NA,8.08,13.75,NA
2010-06-04,9,NA,108,NA,NA,NA,8.22,14.89,NA
2010-06-04,10,NA,106,NA,NA,NA,8.25,13.42,NA
2010-06-04,11,NA,107,NA,NA,NA,8.25,12.37,NA
2010-06-04,12,NA,107,NA,NA,NA,8.35,11.29,NA
2010-06-04,13,NA,108,NA,NA,NA,8.34,10.65,NA
2010-06-04,14,NA,108,NA,NA,NA,8.405,10.275,NA
2010-06-04,15,NA,109,NA,NA,NA,8.27,9.15,NA
2010-06-04,16,NA,108,NA,NA,NA,8.45,9.51,NA
2010-06-04,17,NA,109,NA,NA,NA,8.29,8.83,NA
2010-06-04,18,NA,109,NA,NA,NA,8.31,8.74,NA
2010-06-04,19,NA,108,NA,NA,NA,8.53,8.82,NA
2010-06-04,20,NA,109,NA,NA,NA,8.52,8.75,NA
2010-06-04,21,NA,109,NA,NA,NA,8.54,8.68,NA
2010-06-04,22,NA,109,NA,NA,NA,8.52,8.56,NA
2010-06-04,23,NA,109,NA,NA,NA,8.54,8.47,NA
2010-06-04,24,NA,109,NA,NA,NA,8.37,8.33,NA
2010-06-04,25,NA,109,NA,NA,NA,8.37,8.22,NA
2010-06-04,26,NA,109,NA,NA,NA,8.39,8.14,NA
2010-06-04,27,NA,109,NA,NA,NA,8.4,8.07,NA
2010-06-04,28,NA,109,NA,NA,NA,8.5,8.11,NA
2010-06-04,29,NA,109,NA,NA,NA,8.41,8.03,NA
2010-06-04,30,NA,109,NA,NA,NA,8.48,8.03,NA
2010-06-04,31,NA,109,NA,NA,NA,8.45,8,NA
2010-06-18,1,NA,103.25,9.38,100.2,NA,7.975,17.884999999999998,NA
2010-06-18,2,NA,102.9,9.39,100.5,NA,7.9,17.97,NA
2010-06-18,3,NA,102.8,9.41,100.7,NA,7.9,17.9,NA
2010-06-18,4,NA,103,9.41,100.4,NA,7.9,17.83,NA
2010-06-18,5,NA,103.3,9.4,100.3,NA,7.89,17.8,NA
2010-06-18,6,NA,103.1,9.37,99.9,NA,7.87,17.77,NA
2010-06-18,7,NA,103.3,9.33,99.4,NA,7.85,17.75,NA
2010-06-18,8,NA,102.9,9.3,99,NA,7.82,17.68,NA
2010-06-18,9,NA,103.4,9.25,98.1,NA,7.78,17.51,NA
2010-06-18,10,NA,102.9,9.09,95,NA,7.67,16.83,NA
2010-06-18,11,NA,102.4,8.89,90.6,NA,7.5,15.64,NA
2010-06-18,12,NA,101,8.81,86.1,NA,7.35,13.68,NA
2010-06-18,13,NA,100.1,8.74,82.5,NA,7.28,12.17,NA
2010-06-18,14,NA,99.4,8.71,80.8,NA,7.22,11.36,NA
2010-06-18,15,NA,99.7,8.76,80.2,NA,7.2,10.84,NA
2010-06-18,16,NA,99.5,8.71,79,NA,7.17,10.41,NA
2010-06-18,17,NA,99.5,8.6,77.3,NA,7.13,10.03,NA
2010-06-18,18,NA,99.2,8.62,77.1,NA,7.12,9.83,NA
2010-06-18,19,NA,99.2,8.55,76.4,NA,7.12,9.81,NA
2010-06-18,20,NA,99.4,8.25,73.4,NA,7.08,9.58,NA
2010-06-18,21,NA,98.8,8.37,74,NA,7.08,9.35,NA
2010-06-18,22,NA,99.1,8.38,73.9,NA,7.08,9.26,NA
2010-06-18,23,NA,99.2,8.33,73.5,NA,7.08,9.21,NA
2010-06-18,24,NA,99,8.19,71.9,NA,7.07,9.04,NA
2010-06-18,25,NA,98.8,8.07,70.6,NA,7.05,8.89,NA
2010-06-18,26,NA,99.3,7.32,63.6,NA,6.98,8.66,NA
2010-06-18,27,NA,99.3,7.16,62.2,NA,6.96,8.59,NA
2010-06-18,28,NA,99.6,7.02,60.9,NA,6.94,8.55,NA
2010-06-18,29,NA,99.5,6.93,60.1,NA,6.94,8.51,NA
2010-06-18,30,NA,99.9,6.84,59.3,NA,6.93,8.49,NA
2010-06-21,1.18,NA,112,10.63,119.8,NA,8,21.05,NA
2010-06-21,2.16,NA,112,10.78,119,NA,8.05,20.05,NA
2010-06-21,2.96,NA,111,10.76,118.4,NA,8.05,19.85,NA
2010-06-21,4.08,NA,111,10.71,117.1,NA,8.03,19.58,NA
2010-06-21,5.06,NA,111,10.72,117.1,NA,8.02,19.51,NA
2010-06-21,5.96,NA,111,10.61,115.7,NA,7.99,19.41,NA
2010-06-21,7.25,NA,111,10.66,115.7,NA,7.96,19.18,NA
2010-06-21,7.99,NA,111,10.53,113.8,NA,7.93,18.98,NA
2010-06-21,9.06,NA,111,10.5,111.8,NA,7.83,18.21,NA
2010-06-21,10.13,NA,111,10.15,106.1,NA,7.76,17.39,NA
2010-06-21,11.05,NA,111,9.95,102.7,NA,7.68,16.71,NA
2010-06-21,12.01,NA,110,9.62,96.5,NA,7.6,15.39,NA
2010-06-21,13.03,NA,110,9.51,92.3,NA,7.53,13.87,NA
2010-06-21,14.14,NA,109,9.02,84.7,NA,7.46,12.41,NA
2010-06-21,15.07,NA,109,8.86,81.3,NA,7.43,11.38,NA
2010-06-21,16.12,NA,108,8.83,79.3,NA,7.4,10.49,NA
2010-06-21,17.2,NA,108,8.87,78.8,NA,7.37,10.01,NA
2010-06-21,18.21,NA,108,8.42,74.2,NA,7.35,9.66,NA
2010-06-21,19.17,NA,108,8.07,70.6,NA,7.31,9.35,NA
2010-06-21,20.05,NA,108,7.74,67.6,NA,7.28,9.28,NA
2010-06-21,21.1,NA,108,7.66,66.8,NA,7.27,9.21,NA
2010-06-21,22.08,NA,108,7.48,65.1,NA,7.24,9.13,NA
2010-06-21,23.27,NA,108,7.33,63.8,NA,7.23,9.09,NA
2010-06-21,25.09,NA,109,7.39,63.8,NA,7.22,8.76,NA
2010-06-21,26.06,NA,109,6.84,58.8,NA,7.2,8.63,NA
2010-06-21,27.14,NA,109,6.37,54.7,NA,7.18,8.6,NA
2010-06-21,28.11,NA,109,6.22,53.4,NA,7.16,8.59,NA
2010-06-21,29.09,NA,109,6.1,52.4,NA,7.15,8.58,NA
2010-06-21,30.06,NA,109,6.02,51.7,NA,7.14,8.57,NA
2010-06-21,31.18,NA,109,5.87,50.4,NA,7.14,8.56,NA
2010-07-08,1,NA,118.15,8.67,110.94999999999999,NA,8.09,27.310000000000002,NA
2010-07-08,2,NA,116.6,8.83,111.3,NA,8.13,26.5,NA
2010-07-08,3,NA,116.3,9.34,111.2,NA,8.36,23.43,NA
2010-07-08,4,NA,115.2,9.5,112.1,NA,8.5,22.91,NA
2010-07-08,5,NA,115.3,9.52,110.9,NA,8.56,22.24,NA
2010-07-08,6,NA,115.3,9.49,109.8,NA,8.58,21.85,NA
2010-07-08,7,NA,115,9.37,107.8,NA,8.53,21.57,NA
2010-07-08,8,NA,115.1,9.16,105.2,NA,8.46,21.5,NA
2010-07-08,9,NA,114.6,9.03,103,NA,8.35,21.12,NA
2010-07-08,10,NA,114.4,8.66,97.6,NA,8.06,20.58,NA
2010-07-08,11,NA,113.8,8.04,87.9,NA,7.78,19.01,NA
2010-07-08,12,NA,110.6,7.19,72.7,NA,7.42,15.22,NA
2010-07-08,13,NA,109.7,7.23,70.1,NA,7.32,13.3,NA
2010-07-08,14,NA,108.7,7.35,69.7,NA,7.24,12.3,NA
2010-07-08,15,NA,109.3,7.37,68.3,NA,7.18,11.34,NA
2010-07-08,16,NA,109.1,7.36,67.1,NA,7.17,10.66,NA
2010-07-08,17,NA,108.4,7.32,66.1,NA,7.13,10.23,NA
2010-07-08,18,NA,108.7,7.16,64.3,NA,7.08,9.98,NA
2010-07-08,19,NA,108.5,6.65,59.7,NA,7.01,9.95,NA
2010-07-08,20,NA,108.9,6.93,61.8,NA,6.99,9.72,NA
2010-07-08,21,NA,108.3,7.02,62.4,NA,7,9.58,NA
2010-07-08,22,NA,108.4,6.94,61.5,NA,6.99,9.4,NA
2010-07-08,23,NA,108.8,6.78,59.8,NA,6.97,9.24,NA
2010-07-08,24,NA,108.9,6.74,59.2,NA,6.96,9.07,NA
2010-07-08,25,NA,108.5,6.3,55.3,NA,6.93,9.02,NA
2010-07-08,26,NA,109.2,6.16,53.7,NA,6.89,8.79,NA
2010-07-08,27,NA,109,5.77,50.2,NA,6.89,8.71,NA
2010-07-08,28,NA,109.4,5.45,47.4,NA,6.86,8.69,NA
2010-07-08,29,NA,109.8,5.25,45.7,NA,6.85,8.67,NA
2010-07-08,30,NA,110.3,5.01,43.5,NA,6.83,8.62,NA
2010-07-08,31,NA,123.9,2.8,24.4,NA,7.1,8.6,NA
2010-07-12,1,NA,116,6.43,77.96,NA,7.23,24.82,NA
2010-07-12,2,NA,115,8.64,105.91,NA,7.1,25.41,NA
2010-07-12,3,NA,118,6.57,77.09,NA,7.07,23.05,NA
2010-07-12,4,NA,116,6.49,75.37,NA,7.04,22.5,NA
2010-07-12,5,NA,114,9.19,108.86,NA,7.11,23.56,NA
2010-07-12,6,NA,114,9.28,109.21,NA,7.13,23.24,NA
2010-07-12,7,NA,114,9.4,109.65,NA,7.14,22.76,NA
2010-07-12,8,NA,114,9.7,110.76,NA,7.14,21.66,NA
2010-07-12,9,NA,113,9.72,110.22,NA,7.14,21.3,NA
2010-07-12,10,NA,112,9.83,109.77,NA,7.13,20.52,NA
2010-07-12,11,NA,113,6.92,72.99,NA,6.85,17.72,NA
2010-07-12,12,NA,111,7.21,71.34,NA,6.89,14.66,NA
2010-07-12,13,NA,111,7.16,70.76,NA,6.9,14.57,NA
2010-07-12,14,NA,110,7.52,71.95,NA,6.95,13.12,NA
2010-07-12,15,NA,109,8,73.41,NA,6.93,11.3,NA
2010-07-12,16,NA,110,7.65,68.66,NA,7.09,10.31,NA
2010-07-12,17,NA,110,7.69,67.67,NA,7.14,9.49,NA
2010-07-12,18,NA,109,7.59,66.76,NA,7.15,9.47,NA
2010-07-12,19,NA,109,10.43,91.52,NA,7.25,9.4,NA
2010-07-12,20,NA,109,7.43,64.72,NA,7.17,9.09,NA
2010-07-12,21,NA,109,7,60.74,NA,7.2,8.92,NA
2010-07-12,22,NA,109,6.89,59.56,NA,7.2,8.78,NA
2010-07-12,23,NA,109,9.58,82.97,NA,7.26,8.83,NA
2010-07-12,24,NA,109,9.4,81.32,NA,7.27,8.77,NA
2010-07-12,25,NA,109,9.28,80.03,NA,7.27,8.64,NA
2010-07-12,26,NA,110,9.14,78.5,NA,7.27,8.46,NA
2010-07-12,27,NA,110,6.65,56.92,NA,7.24,8.36,NA
2010-07-12,28,NA,110,6.65,56.9,NA,7.24,8.33,NA
2010-07-12,29,NA,110,8.34,71.34,NA,7.27,8.32,NA
2010-07-21,1.06,NA,116,8.34,100.4,NA,8.14,24.91,NA
2010-07-21,2.03,NA,116,8.35,100.4,NA,8.17,24.88,NA
2010-07-21,3.1,NA,116,8.38,100.6,NA,8.17,24.74,NA
2010-07-21,4,NA,116,8.39,100.6,NA,8.17,24.65,NA
2010-07-21,5.08,NA,116,8.41,100.5,NA,8.17,24.5,NA
2010-07-21,6.05,NA,116,8.4,100.2,NA,8.16,24.42,NA
2010-07-21,7.09,NA,116,8.34,99.4,NA,8.14,24.37,NA
2010-07-21,8.01,NA,116,8.25,98.2,NA,8.1,24.31,NA
2010-07-21,9.11,NA,115,8.12,95.9,NA,7.98,23.85,NA
2010-07-21,10.12,NA,115,7.71,87.6,NA,7.69,21.85,NA
2010-07-21,11.03,NA,114,7.6,84,NA,7.6,20.45,NA
2010-07-21,11.96,NA,113,7.02,73.7,NA,7.47,17.84,NA
2010-07-21,13,NA,111,6.86,67.2,NA,7.42,14.58,NA
2010-07-21,14.05,NA,110,6.7,62,NA,7.38,12.04,NA
2010-07-21,15.07,NA,109,6.49,58.7,NA,7.33,11.05,NA
2010-07-21,15.96,NA,109,6.38,57.1,NA,7.27,10.6,NA
2010-07-21,16.98,NA,109,6.2,55,NA,7.25,10.22,NA
2010-07-21,18.04,NA,109,6.13,54,NA,7.23,9.93,NA
2010-07-21,19.24,NA,110,6.04,53.1,NA,7.2,9.82,NA
2010-07-21,20.18,NA,109,5.69,49.8,NA,7.16,9.63,NA
2010-07-21,21.1,NA,109,5.58,48.7,NA,7.15,9.47,NA
2010-07-21,22.14,NA,110,5.4,47,NA,7.13,9.37,NA
2010-07-21,23.05,NA,109,5.36,46.4,NA,7.13,9.17,NA
2010-07-21,24.13,NA,110,5.26,45.4,NA,7.11,9.01,NA
2010-07-21,25.1,NA,110,4.6,39.5,NA,7.09,8.88,NA
2010-07-21,25.91,NA,110,4.39,37.7,NA,7.07,8.82,NA
2010-07-21,27.06,NA,110,4.29,36.8,NA,7.06,8.8,NA
2010-07-21,28.03,NA,110,4.22,36.1,NA,7.05,8.78,NA
2010-07-21,29.08,NA,110,4.14,35.5,NA,7.04,8.76,NA
2010-07-21,30.12,NA,111,4,34.2,NA,7.03,8.72,NA
2010-07-21,30.87,NA,111,3.83,32.8,NA,7.02,8.7,NA
2010-07-26,1,NA,107.2,8.35,100.05000000000001,NA,7.94,23.700000000000003,NA
2010-07-26,2,NA,106.9,8.33,99.9,NA,7.83,23.79,NA
2010-07-26,3,NA,106.9,8.33,100,NA,7.94,23.79,NA
2010-07-26,4,NA,107,8.32,99.8,NA,8.14,23.77,NA
2010-07-26,5,NA,106.6,8.31,99.6,NA,8.26,23.76,NA
2010-07-26,6,NA,106.9,8.29,99.4,NA,8.33,23.74,NA
2010-07-26,7,NA,106.5,8.26,98.9,NA,8.37,23.73,NA
2010-07-26,8,NA,107.1,8.25,98.8,NA,8.42,23.69,NA
2010-07-26,9,NA,106.9,8.23,98.5,NA,8.44,23.67,NA
2010-07-26,10,NA,106.9,8.13,96.5,NA,8.4,23.27,NA
2010-07-26,11,NA,104.5,6.33,68.2,NA,7.86,18.3,NA
2010-07-26,12,NA,103.2,6.21,64.7,NA,7.83,16.95,NA
2010-07-26,13,NA,101.8,6,60.2,NA,7.49,14.92,NA
2010-07-26,14,NA,100.6,6.11,59.1,NA,7.33,13.28,NA
2010-07-26,15,NA,100.9,6.18,58.7,NA,7.15,12.45,NA
2010-07-26,16,NA,100.2,6.25,58.3,NA,7.09,11.66,NA
2010-07-26,17,NA,99.9,6.4,58.6,NA,7.06,10.8,NA
2010-07-26,18,NA,99.8,6.47,58.4,NA,7.04,10.25,NA
2010-07-26,19,NA,100.2,6.12,55,NA,6.97,10.01,NA
2010-07-26,20,NA,99.9,6.12,54.7,NA,6.94,9.78,NA
2010-07-26,21,NA,99.8,6.05,53.8,NA,6.95,9.55,NA
2010-07-26,22,NA,99.8,5.63,50,NA,6.88,9.49,NA
2010-07-26,23,NA,99.8,6.16,54.6,NA,6.88,9.42,NA
2010-07-26,24,NA,100.1,5.52,48.7,NA,6.85,9.28,NA
2010-07-26,25,NA,100,5.37,47.1,NA,6.84,9.03,NA
2010-07-26,26,NA,100.2,4.99,43.6,NA,6.83,8.94,NA
2010-07-26,27,NA,100.9,3.92,34.1,NA,6.75,8.7,NA
2010-07-26,28,NA,101.1,3.74,32.5,NA,6.74,8.66,NA
2010-08-05,1,NA,107.80000000000001,8.52,102.55000000000001,NA,8.105,23.94,NA
2010-08-05,2,NA,107.2,8.5,102.6,NA,8.1,24.07,NA
2010-08-05,3,NA,107.7,8.49,102.5,NA,8.21,24.08,NA
2010-08-05,4,NA,107.8,8.5,102.5,NA,8.33,24.05,NA
2010-08-05,5,NA,107.7,8.48,102.2,NA,8.43,24.01,NA
2010-08-05,6,NA,107.6,8.45,101.8,NA,8.52,23.98,NA
2010-08-05,7,NA,107.7,8.43,101.3,NA,8.57,23.85,NA
2010-08-05,8,NA,107.6,8.33,99.7,NA,8.58,23.63,NA
2010-08-05,9,NA,107,8.28,98.6,NA,8.58,23.39,NA
2010-08-05,10,NA,106.9,8.09,95.6,NA,8.52,22.96,NA
2010-08-05,11,NA,106.2,7.14,81.8,NA,8.19,21.34,NA
2010-08-05,12,NA,104.3,5.85,64,NA,7.85,19.05,NA
2010-08-05,13,NA,101,5.39,54.5,NA,7.72,15.3,NA
2010-08-05,14,NA,100.6,5.5,52.7,NA,7.43,12.89,NA
2010-08-05,15,NA,100,5.56,51.9,NA,7.31,11.65,NA
2010-08-05,16,NA,100.2,5.47,50.4,NA,7.26,11.16,NA
2010-08-05,17,NA,100.5,5.34,49,NA,7.25,10.89,NA
2010-08-05,18,NA,99.6,5.41,49.3,NA,7.2,10.63,NA
2010-08-05,19,NA,99.8,5.52,49.9,NA,7.17,10.28,NA
2010-08-05,20,NA,99.8,5.42,48.5,NA,7.15,9.82,NA
2010-08-05,21,NA,99.6,5.3,47.1,NA,7.13,9.55,NA
2010-08-05,22,NA,100.1,5.3,46.9,NA,7.12,9.4,NA
2010-08-05,23,NA,100.2,5.26,46.3,NA,7.12,9.16,NA
2010-08-05,24,NA,100.6,4.08,35.7,NA,7.02,8.86,NA
2010-08-05,25,NA,100.6,3.9,34,NA,6.99,8.82,NA
2010-08-05,26,NA,100.5,3.58,31.2,NA,6.96,8.73,NA
2010-08-05,27,NA,100.8,3.43,29.9,NA,6.95,8.69,NA
2010-08-05,28,NA,101.3,3.1,27,NA,6.92,8.65,NA
2010-08-05,29,NA,101.3,3.04,26.4,NA,6.92,8.63,NA
2010-08-05,30,NA,101.7,2.85,24.8,NA,6.89,8.61,NA
2010-08-05,31,NA,111.9,1.96,17,NA,6.87,8.6,NA
2010-08-11,0.94,NA,114,8.48,100.4,NA,8.24,23.75,NA
2010-08-11,2.23,NA,114,8.69,102.5,NA,8.23,23.59,NA
2010-08-11,3.1,NA,114,8.72,102.7,NA,8.17,23.51,NA
2010-08-11,4.2,NA,114,8.59,101,NA,8.12,23.43,NA
2010-08-11,5.08,NA,115,8.49,99.5,NA,8.08,23.26,NA
2010-08-11,5.99,NA,115,8.46,98.9,NA,8.07,23.17,NA
2010-08-11,7.19,NA,114,8.42,98.2,NA,7.96,23,NA
2010-08-11,8.05,NA,113,8.06,93.7,NA,7.8,22.87,NA
2010-08-11,8.99,NA,113,7.92,91.8,NA,7.74,22.67,NA
2010-08-11,10.14,NA,113,7.8,90.3,NA,7.71,22.62,NA
2010-08-11,11.28,NA,113,7.65,88.5,NA,7.69,22.57,NA
2010-08-11,12.07,NA,113,7.56,87,NA,7.64,22.33,NA
2010-08-11,13.09,NA,113,8.05,84.4,NA,7.51,17.57,NA
2010-08-11,14.06,NA,109,6.72,64,NA,7.39,13.15,NA
2010-08-11,15.05,NA,110,6.02,55.4,NA,7.26,11.65,NA
2010-08-11,16.18,NA,110,5.5,50,NA,7.19,11.08,NA
2010-08-11,17.1,NA,110,5.21,47.2,NA,7.15,10.88,NA
2010-08-11,18.09,NA,110,5.08,45.5,NA,7.13,10.49,NA
2010-08-11,19.14,NA,110,4.67,41.4,NA,7.08,10.06,NA
2010-08-11,20.11,NA,110,4.69,41.4,NA,7.07,9.83,NA
2010-08-11,21.14,NA,110,4.56,40.1,NA,7.06,9.67,NA
2010-08-11,22.14,NA,110,4.49,39.3,NA,7.04,9.46,NA
2010-08-11,23.29,NA,110,4.43,38.6,NA,7.04,9.25,NA
2010-08-11,24.32,NA,111,4.33,37.5,NA,7.02,9.04,NA
2010-08-11,25,NA,111,3.97,34.3,NA,7,8.96,NA
2010-08-11,26.14,NA,111,3.52,30.4,NA,6.97,8.85,NA
2010-08-11,27.41,NA,112,3.54,30.4,NA,6.95,8.72,NA
2010-08-11,28.15,NA,112,3.04,26.1,NA,6.94,8.7,NA
2010-08-19,1,NA,114.69999999999999,8.57,100.6,NA,7.905,22.61,NA
2010-08-19,2,NA,114.4,8.57,100.7,NA,7.81,22.67,NA
2010-08-19,3,NA,114.5,8.57,100.6,NA,7.85,22.63,NA
2010-08-19,4,NA,114.1,8.52,100,NA,7.94,22.61,NA
2010-08-19,5,NA,114.2,8.44,99,NA,8.02,22.59,NA
2010-08-19,6,NA,114.1,8.42,98.8,NA,8.08,22.58,NA
2010-08-19,7,NA,114.2,8.38,98.3,NA,8.13,22.58,NA
2010-08-19,8,NA,114.4,8.33,97.7,NA,8.15,22.57,NA
2010-08-19,9,NA,114.1,8.3,97.3,NA,8.17,22.57,NA
2010-08-19,10,NA,114.3,8.26,96.8,NA,8.18,22.56,NA
2010-08-19,11,NA,114.5,8.22,96.3,NA,8.17,22.54,NA
2010-08-19,12,NA,113.3,7.27,83.4,NA,7.82,21.42,NA
2010-08-19,13,NA,112.5,6.63,74.2,NA,7.59,20.23,NA
2010-08-19,14,NA,111.7,5.99,64.4,NA,7.4,18.24,NA
2010-08-19,15,NA,109.5,4.37,41.8,NA,7.03,12.73,NA
2010-08-19,16,NA,109.3,4.4,40.8,NA,6.95,11.43,NA
2010-08-19,17,NA,109.1,4.3,39.5,NA,6.9,10.97,NA
2010-08-19,18,NA,108.6,4.59,41.8,NA,6.89,10.43,NA
