date,depth_m,chla_mg_l,cond_us_cm,do_mg_l,do_sat,orp_ug_l,ph,temp_deg_c,turb_ntu
2006-06-26,8,NA,108,NA,NA,188,7.36,18.94,NA
2006-06-26,9,NA,111,NA,NA,189,7.32,18.47,NA
2006-06-26,10,NA,111.5,NA,NA,190.5,7.1899999999999995,16.335,NA
2006-06-26,11,NA,109,NA,NA,192,7.07,14.18,NA
2006-06-26,12,NA,108,NA,NA,193,7.04,13.89,NA
2006-06-26,13,NA,109,NA,NA,195,6.97,13.35,NA
2006-06-26,14,NA,110,NA,NA,197,6.94,12.23,NA
2006-06-26,15,NA,111,NA,NA,198,6.91,11.27,NA
2006-06-26,16,NA,111,NA,NA,199,6.94,10.35,NA
2006-06-26,17,NA,104,NA,NA,200,6.89,9.94,NA
2006-06-26,18,NA,116,NA,NA,201,6.92,9.79,NA
2006-06-26,19,NA,115,NA,NA,202,6.84,9.29,NA
2006-06-26,20,NA,114,NA,NA,203,6.88,8.93,NA
2006-06-26,21,NA,118,NA,NA,204,6.85,8.75,NA
2006-06-26,22,NA,122,NA,NA,206,6.77,8.4,NA
2006-06-26,23,NA,117,NA,NA,208,6.74,8.32,NA
2006-06-26,24,NA,120,NA,NA,208,6.73,8.23,NA
2006-06-26,25,NA,117,NA,NA,209,6.78,8.18,NA
2006-06-26,26,NA,118,NA,NA,210,6.71,8.08,NA
2006-06-26,27,NA,122,NA,NA,211,6.71,7.99,NA
2006-06-26,28,NA,118,NA,NA,212,6.68,7.9,NA
2006-06-26,29,NA,119,NA,NA,212,6.75,7.86,NA
2006-06-26,30,NA,118,NA,NA,213,6.67,7.87,NA
2006-06-29,1,NA,109,8.74,NA,NA,7.61,21.04,NA
2006-06-29,2,NA,109,8.93,NA,NA,7.63,20.97,NA
2006-07-12,1,NA,99,7.76,90.7,272,7.66,23.4,NA
2006-07-12,2,NA,100,7.49,87.5,270,7.67,23.37,NA
2006-07-12,3,NA,100,7.39,86.3,269,7.66,23.34,NA
2006-07-12,4,NA,98,7.3,85.1,269,7.63,23.27,NA
2006-07-12,5,NA,101,7.22,84,269,7.6,23.15,NA
2006-07-12,6,NA,99,7.14,82.9,269,7.57,23.04,NA
2006-07-12,7,NA,100,7.03,81.2,269,7.5,22.74,NA
2006-07-12,8,NA,100,7.12,80.5,270,7.41,21.97,NA
2006-07-12,9,NA,93,6.91,77.8,271,7.32,21.38,NA
2006-07-12,10,NA,100,6.82,77.2,272,7.26,20.6,NA
2006-07-12,11,NA,101,6.68,72.7,273,7.2,19.77,NA
2006-07-12,12,NA,100,6.73,68,274,7.05,16.05,NA
2006-07-12,13,NA,101,6.67,65.5,275,7.02,14.75,NA
2006-07-12,14,NA,101,6.61,63.5,277,6.93,13.73,NA
2006-07-12,15,NA,101,6.67,62.7,279,6.95,12.32,NA
2006-07-12,16,NA,101,6.73,60.8,281,6.9,11.01,NA
2006-07-12,17,NA,102,6.69,59.6,283,6.8,10.42,NA
2006-07-12,18,NA,103,6.76,59.5,285,6.77,9.9,NA
2006-07-12,19,NA,102,6.5,56.7,287,6.73,9.55,NA
2006-07-12,20,NA,105,6.47,56,288,6.72,9.23,NA
2006-07-12,21,NA,104,6.47,55.9,288,6.8,9.12,NA
2006-07-12,22,NA,103.5,6.4,55.150000000000006,289,6.695,9.045,NA
2006-07-12,23,NA,107,6.34,54.4,290,6.68,8.8,NA
2006-07-12,24,NA,107.5,6.305,53.9,290.5,6.67,8.725000000000001,NA
2006-07-12,25,NA,105,6.3,53.4,292,6.64,8.35,NA
2006-07-12,26,NA,104,6.05,51.1,292,6.63,8.19,NA
2006-07-12,27,NA,107,5.86,49.3,293,6.62,8.08,NA
2006-07-12,28,NA,103,5.77,48.5,294,6.6,8.02,NA
2006-07-12,29,NA,108,5.5,46.2,295,6.69,7.98,NA
2006-07-12,30,NA,108,5.34,44.8,296,6.57,7.98,NA
2006-07-21,1,NA,105,8.940000000000001,NA,NA,8.06,25.33,NA
2006-07-21,2,NA,104,8.95,NA,NA,7.99,25.49,NA
2006-07-21,3,NA,104,9.01,NA,NA,7.99,25.42,NA
2006-07-21,4,NA,104,9.01,NA,NA,7.96,25.34,NA
2006-07-21,5,NA,104,8.98,NA,NA,7.95,25.29,NA
2006-07-21,6,NA,104,8.96,NA,NA,7.93,25.25,NA
2006-07-21,7,NA,104,8.96,NA,NA,7.89,25.21,NA
2006-07-21,8,NA,104,8.72,NA,NA,7.68,24.52,NA
2006-07-21,9,NA,101,7.92,NA,NA,7.36,22.23,NA
2006-07-21,10,NA,99,7.52,NA,NA,7.22,20.63,NA
2006-07-21,11,NA,97,7.79,NA,NA,7.06,15.56,NA
2006-07-21,12,NA,96,8,NA,NA,7.01,13.46,NA
2006-07-21,13,NA,96,8.1,NA,NA,6.97,12.5,NA
2006-07-21,14,NA,97,8.15,NA,NA,6.95,11.66,NA
2006-07-21,15,NA,98,8.15,NA,NA,6.94,11.07,NA
2006-07-21,16,NA,98,7.9,NA,NA,6.9,10.51,NA
2006-07-21,17,NA,98,7.98,NA,NA,6.92,10.22,NA
2006-07-21,18,NA,99,7.97,NA,NA,6.91,9.91,NA
2006-07-21,19,NA,99,7.69,NA,NA,6.88,9.59,NA
2006-07-21,20,NA,99,7.68,NA,NA,6.88,9.31,NA
2006-07-21,21,NA,100,7,NA,NA,6.86,9.04,NA
2006-07-21,22,NA,100,7.54,NA,NA,6.88,8.92,NA
2006-07-21,23,NA,101,7.62,NA,NA,6.87,8.73,NA
2006-07-21,24,NA,101,7.17,NA,NA,6.86,8.48,NA
2006-07-21,25,NA,101,7.04,NA,NA,6.86,8.41,NA
2006-07-21,26,NA,102,6.32,NA,NA,6.81,8.21,NA
2006-07-21,27,NA,103,6.14,NA,NA,6.82,8.13,NA
2006-07-21,28,NA,103,5.78,NA,NA,6.79,8.03,NA
2006-07-21,29,NA,103,5.66,NA,NA,6.78,7.95,NA
2006-07-21,30,NA,103,5.61,NA,NA,6.78,7.96,NA
2006-07-21,31,NA,103,5.58,NA,NA,6.78,7.94,NA
2006-07-24,1,NA,102,7.97,94.7,208,7.94,24.06,NA
2006-07-24,2,NA,101,7.53,89.4,209,7.94,24.02,NA
2006-07-24,3,NA,102,7.45,88.1,209,7.92,23.85,NA
2006-07-24,4,NA,101,7.19,84.5,211,7.85,23.49,NA
2006-07-24,5,NA,101,7.05,82.7,212,7.82,23.41,NA
2006-07-24,6,NA,101,6.98,81.9,212,7.81,23.38,NA
2006-07-24,7,NA,101,6.97,81.6,213,7.8,23.34,NA
2006-07-24,8,NA,101,6.85,80.1,213.5,7.745,23.255000000000003,NA
2006-07-24,9,NA,102.5,6.59,75.15,216,7.48,21.98,NA
2006-07-24,10,NA,101,6.43,71.7,219,7.28,20.76,NA
2006-07-24,11,NA,101,6.25,65,221,7.14,17.27,NA
2006-07-24,12,NA,96,6.19,62,223,7.04,15.57,NA
2006-07-24,13,NA,100,6.12,59.4,226,6.97,14.08,NA
2006-07-24,14,NA,97,6.475,59.5,227.5,6.93,11.69,NA
2006-07-24,15,NA,100,6.56,59.1,230,6.97,10.78,NA
2006-07-24,16,NA,98,6.72,59.8,232,6.86,10.3,NA
2006-07-24,17,NA,100,6.78,59.8,234,6.91,9.87,NA
2006-07-24,18,NA,102,6.48,56.7,237,6.78,9.53,NA
2006-07-24,19,NA,97,6.45,56.1,238,6.77,9.32,NA
2006-07-24,20,NA,103,6.5,56.1,239,6.76,8.99,NA
2006-07-24,21,NA,105,6.42,55.3,240,6.74,8.89,NA
2006-07-24,22,NA,104,6.42,54.9,241,6.72,8.6,NA
2006-07-24,23,NA,104,6.14,52.2,243,6.81,8.36,NA
2006-07-24,24,NA,111,5.91,50.2,244,6.67,8.31,NA
2006-07-24,25,NA,105,5.57,47.2,246,6.61,8.23,NA
2006-07-24,26,NA,104,5.31,44.9,247,6.6,8.14,NA
2006-07-24,27,NA,106,4.955,41.8,248.5,6.65,8.065000000000001,NA
2006-08-02,1,NA,106.5,8.965,NA,NA,8.219999999999999,24.89,NA
2006-08-02,2,NA,106,8.96,NA,NA,8.14,24.84,NA
2006-08-02,3,NA,107,8.93,NA,NA,8.13,24.77,NA
2006-08-02,4,NA,106,8.84,NA,NA,8.09,24.72,NA
2006-08-02,5,NA,107,8.78,NA,NA,8.08,24.69,NA
2006-08-02,6,NA,106,8.74,NA,NA,8.06,24.67,NA
2006-08-02,7,NA,107,8.72,NA,NA,8.03,24.62,NA
2006-08-02,8,NA,107,8.66,NA,NA,8.02,24.59,NA
2006-08-02,9,NA,107,8.54,NA,NA,7.91,24.19,NA
2006-08-02,10,NA,105,7.7,NA,NA,7.49,22.28,NA
2006-08-02,11,NA,103,6.85,NA,NA,7.27,19.72,NA
2006-08-02,12,NA,99,6.63,NA,NA,7.11,16.19,NA
2006-08-02,13,NA,98,6.98,NA,NA,7.07,13.54,NA
2006-08-02,14,NA,98,7.1,NA,NA,7.06,12.61,NA
2006-08-02,15,NA,98,7.23,NA,NA,7.04,11.82,NA
2006-08-02,16,NA,98,7.36,NA,NA,7.02,11.04,NA
2006-08-02,17,NA,99,7.33,NA,NA,7.01,10.1,NA
2006-08-02,18,NA,99,7.24,NA,NA,6.96,9.59,NA
2006-08-02,19,NA,100,7.21,NA,NA,6.97,9.29,NA
2006-08-02,20,NA,100,6.88,NA,NA,6.95,9.11,NA
2006-08-02,21,NA,101,6.72,NA,NA,6.94,8.9,NA
2006-08-02,22,NA,101,6.57,NA,NA,6.91,8.72,NA
2006-08-02,23,NA,101,6.47,NA,NA,6.91,8.6,NA
2006-08-02,24,NA,101,6.57,NA,NA,6.91,8.46,NA
2006-08-02,25,NA,102,6.13,NA,NA,6.88,8.33,NA
2006-08-02,26,NA,102,5.62,NA,NA,6.86,8.26,NA
2006-08-02,27,NA,102,5.45,NA,NA,6.84,8.21,NA
2006-08-02,28,NA,103,5.24,NA,NA,6.82,8.16,NA
2006-08-02,29,NA,103,4.91,NA,NA,6.8,8.09,NA
2006-08-02,30,NA,103,4.77,NA,NA,6.78,8.06,NA
2006-08-09,1,NA,115,8.41,99.6,210,7.66,24.19,NA
2006-08-09,2,NA,116,8.42,99.5,211,7.66,24.11,NA
2006-08-09,3,NA,115,8.41,99.3,211,7.65,24.06,NA
2006-08-09,4,NA,115,8.41,99.3,211,7.65,24.04,NA
2006-08-09,5,NA,115,8.42,99.3,211,7.66,24,NA
2006-08-09,6,NA,111,8.4,99.1,212,7.64,23.96,NA
2006-08-09,7,NA,115,8.37,98.6,212,7.63,23.92,NA
2006-08-09,8,NA,115,8.325,98.05,212.5,7.609999999999999,23.9,NA
2006-08-09,9,NA,117,8.27,97.4,213,7.58,23.88,NA
2006-08-09,10,NA,115,8.39,101.4,214,7.56,23.2,NA
2006-08-09,11,NA,111,8.22,88.6,216,7.24,19.33,NA
2006-08-09,12,NA,110,6.9399999999999995,67.9,219,6.984999999999999,14.690000000000001,NA
2006-08-09,13,NA,105,7.1,66.9,222,6.91,12.99,NA
2006-08-09,14,NA,109.5,7.24,67.5,224.5,6.925,12.51,NA
2006-08-09,15,NA,110,7.27,67,227,6.85,11.98,NA
2006-08-09,16,NA,113,7.41,67.1,228,6.84,11.25,NA
2006-08-09,17,NA,112.5,7.49,66.55000000000001,229.5,6.859999999999999,10.42,NA
2006-08-09,18,NA,114,7.53,65.6,231,6.87,9.64,NA
2006-08-09,19,NA,113,7.31,63.3,233,6.78,9.29,NA
2006-08-09,20,NA,114,7.3,62.9,234,6.78,9.13,NA
2006-08-09,21,NA,117,7.1,60.9,235,6.84,8.89,NA
2006-08-09,22,NA,115,6.9,58.8,236,6.73,8.68,NA
2006-08-09,23,NA,116,6.7,56.9,236,6.7,8.51,NA
2006-08-09,24,NA,116,6.47,54.9,237,6.68,8.45,NA
2006-08-09,25,NA,116.5,5.78,49,238,6.655,8.39,NA
2006-08-09,26,NA,122,5.52,46.6,239,6.64,8.22,NA
2006-08-09,27,NA,117,5.11,43.1,241,6.63,8.2,NA
2006-08-15,1,NA,109,8.86,NA,NA,8.035,22.405,NA
2006-08-15,2,NA,109,8.84,NA,NA,7.95,22.5,NA
2006-08-15,3,NA,109,8.82,NA,NA,7.96,22.48,NA
2006-08-15,4,NA,109,8.82,NA,NA,7.95,22.46,NA
2006-08-15,5,NA,109,8.79,NA,NA,8.01,22.46,NA
2006-08-15,6,NA,109,8.76,NA,NA,7.99,22.45,NA
2006-08-15,7,NA,109,8.75,NA,NA,7.97,22.45,NA
2006-08-15,8,NA,109,8.73,NA,NA,7.96,22.44,NA
2006-08-15,9,NA,109,8.68,NA,NA,7.95,22.42,NA
2006-08-15,10,NA,109,8.66,NA,NA,7.95,22.42,NA
2006-08-15,11,NA,109,8.63,NA,NA,7.92,22.36,NA
2006-08-15,12,NA,102,6.34,NA,NA,7.01,17.54,NA
2006-08-15,13,NA,98,6.42,NA,NA,6.92,13.66,NA
2006-08-15,14,NA,98,6.61,NA,NA,6.9,11.89,NA
2006-08-15,15,NA,98,6.72,NA,NA,6.89,11.34,NA
2006-08-15,16,NA,99,6.7,NA,NA,6.89,10.86,NA
2006-08-15,17,NA,99,6.53,NA,NA,6.86,10.33,NA
2006-08-15,18,NA,99,6.85,NA,NA,6.86,9.84,NA
2006-08-15,19,NA,99,6.82,NA,NA,6.87,9.54,NA
2006-08-15,20,NA,100,6.57,NA,NA,6.88,9.4,NA
2006-08-15,21,NA,100,6.39,NA,NA,6.85,9.28,NA
2006-08-15,22,NA,101,5.95,NA,NA,6.82,9.01,NA
2006-08-15,23,NA,101,5.88,NA,NA,6.82,8.8,NA
2006-08-15,24,NA,101,5.64,NA,NA,6.81,8.63,NA
2006-08-15,25,NA,102,5.02,NA,NA,6.79,8.38,NA
2006-08-15,26,NA,103,4.13,NA,NA,6.75,8.14,NA
2006-08-15,27,NA,103,4.09,NA,NA,6.74,8.1,NA
2006-08-15,28,NA,103,3.95,NA,NA,6.73,8.03,NA
2006-08-15,29,NA,104,3.67,NA,NA,6.76,8,NA
2006-08-24,1,NA,NA,9.56,109.7,325,8,22.45,NA
2006-08-24,2,NA,NA,9.51,108.5,325,8.01,22.12,NA
2006-08-24,3,NA,NA,9.51,108.1,325,8.03,21.94,NA
2006-08-24,4,NA,NA,9.52,108,326,8.02,21.87,NA
2006-08-24,5,NA,NA,9.46,107.3,326,8.01,21.82,NA
2006-08-24,6,NA,NA,9.45,107.1,327,7.97,21.78,NA
2006-08-24,7,NA,NA,9.37,106.2,327,7.95,21.76,NA
2006-08-24,8,NA,NA,9.34,105.8,328,7.92,21.74,NA
2006-08-24,9,NA,NA,9.29,105.8,328,7.9,21.74,NA
2006-08-24,10,NA,NA,9.31,105.4,328,7.87,21.73,NA
2006-08-24,11,NA,NA,9.19,104,329,7.86,21.72,NA
2006-08-24,12,NA,NA,9.18,104,329,7.86,21.72,NA
2006-08-24,13,NA,NA,8.58,93.7,330,7.42,19.93,NA
2006-08-24,14,NA,NA,8.56,83,332,7.15,14.2,NA
2006-08-24,15,NA,NA,7.51,70,335,7,12.41,NA
2006-08-24,16,NA,NA,7.31,66.4,337,6.92,11.22,NA
2006-08-24,17,NA,NA,7.17,64,338,6.87,10.71,NA
2006-08-24,18,NA,NA,6.93,61.5,340,6.82,10.3,NA
2006-08-24,19,NA,NA,6.88,60.6,340,6.8,9.98,NA
2006-08-24,20,NA,NA,6.74,58.8,341,6.77,9.58,NA
2006-08-24,21,NA,NA,6.58,57.2,341,6.76,9.41,NA
2006-08-24,22,NA,NA,6.56,56.7,342,6.75,9.12,NA
2006-08-24,23,NA,NA,6.38,54.8,342,6.74,8.94,NA
2006-08-24,24,NA,NA,6.21,53.2,342,6.72,8.81,NA
2006-08-24,25,NA,NA,6.03,51.5,342,6.72,8.62,NA
2006-08-24,26,NA,NA,5.88,49.9,343,6.69,8.36,NA
2006-08-24,27,NA,NA,5.35,45.1,343,6.66,8.16,NA
2006-08-24,28,NA,NA,4.92,41.4,343,6.65,8.09,NA
2006-08-24,29,NA,NA,4.67,38.9,344,6.64,8.05,NA
2006-08-24,30,NA,NA,4.26,35.8,286,6.88,8,NA
2006-08-30,1,NA,109.5,8.55,NA,NA,7.904999999999999,20.41,NA
2006-08-30,2,NA,110,8.59,NA,NA,7.93,20.43,NA
2006-08-30,3,NA,109.5,8.58,NA,NA,7.89,20.43,NA
2006-08-30,4,NA,109,8.57,NA,NA,7.85,20.44,NA
2006-08-30,5,NA,110,8.54,NA,NA,7.88,20.44,NA
2006-08-30,6,NA,110,8.53,NA,NA,7.88,20.43,NA
2006-08-30,7,NA,109,8.53,NA,NA,7.83,20.44,NA
2006-08-30,8,NA,109,8.48,NA,NA,7.83,20.43,NA
2006-08-30,9,NA,109,8.46,NA,NA,7.83,20.44,NA
2006-08-30,10,NA,109,8.45,NA,NA,7.85,20.43,NA
2006-08-30,11,NA,109,8.44,NA,NA,7.83,20.44,NA
2006-08-30,12,NA,110,8.43,NA,NA,7.8,20.44,NA
2006-08-30,13,NA,109,8.38,NA,NA,7.79,20.42,NA
2006-08-30,14,NA,109,8.11,NA,NA,7.68,20.24,NA
2006-08-30,15,NA,101,6.15,NA,NA,6.94,14.11,NA
2006-08-30,16,NA,98,5.79,NA,NA,6.82,12.22,NA
2006-08-30,17,NA,99,5.76,NA,NA,6.82,10.92,NA
2006-08-30,18,NA,99,5.88,NA,NA,6.79,10.09,NA
2006-08-30,19,NA,100,5.67,NA,NA,6.75,9.84,NA
2006-08-30,20,NA,100,5.77,NA,NA,6.76,9.48,NA
2006-08-30,21,NA,100,5.44,NA,NA,6.73,9.31,NA
2006-08-30,22,NA,100,5.4,NA,NA,6.73,9.11,NA
2006-08-30,23,NA,100,5.35,NA,NA,6.73,9.04,NA
2006-08-30,24,NA,101,5.29,NA,NA,6.74,8.91,NA
2006-08-30,25,NA,101,5.11,NA,NA,6.73,8.79,NA
2006-08-30,26,NA,102,4.39,NA,NA,6.68,8.61,NA
2006-08-30,27,NA,102,4.09,NA,NA,6.64,8.43,NA
2006-08-30,28,NA,103,3.47,NA,NA,6.62,8.35,NA
2006-08-30,29,NA,103,3.37,NA,NA,6.63,8.32,NA
2006-08-30,30,NA,104,3.27,NA,NA,6.61,8.3,NA
2006-08-30,31,NA,120,2.21,NA,NA,6.97,8.15,NA
2006-09-06,1,NA,NA,10.08,110.7,363,7.93,20.01,NA
2006-09-06,2,NA,NA,9.81,107.7,364,7.98,19.99,NA
2006-09-06,3,NA,NA,9.55,104.8,364,7.96,19.94,NA
2006-09-06,4,NA,NA,9.4,103.1,365,7.94,19.92,NA
2006-09-06,5,NA,NA,9.38,102.9,364,7.94,19.91,NA
2006-09-06,6,NA,NA,9.35,102.5,365,7.92,19.9,NA
2006-09-06,7,NA,NA,9.23,101.2,365,7.93,19.89,NA
2006-09-06,8,NA,NA,9.2,100.8,365,7.92,19.89,NA
2006-09-06,9,NA,NA,9.23,101.2,366,7.91,19.88,NA
2006-09-06,10,NA,NA,9.17,100.8,365,7.91,19.87,NA
2006-09-06,11,NA,NA,9.18,100.6,366,7.9,19.87,NA
2006-09-06,12,NA,NA,9.15,100.3,366,7.89,19.86,NA
2006-09-06,13,NA,NA,9.01,98,367,7.73,19.48,NA
2006-09-06,14,NA,NA,7.67,76.6,370,7.14,15.37,NA
2006-09-06,15,NA,NA,7.12,67.35,372,6.995,12.885,NA
2006-09-06,16,NA,NA,6.76,61.6,374,6.92,11.24,NA
2006-09-06,17,NA,NA,6.51,58.3,376,6.85,10.52,NA
2006-09-06,18,NA,NA,6.45,57.1,376,6.84,10.06,NA
2006-09-06,19,NA,NA,6.4,56.3,377,6.81,9.74,NA
2006-09-06,20,NA,NA,6.2,54.3,377,6.8,9.53,NA
2006-09-06,21,NA,NA,6.08,52.8,378,6.79,9.2,NA
2006-09-06,22,NA,NA,6.07,52.5,377,6.77,8.98,NA
2006-09-06,23,NA,NA,5.8,49.9,378,6.74,8.8,NA
2006-09-06,24,NA,NA,5.47,47,378,6.73,8.7,NA
2006-09-06,25,NA,NA,5.43,46.3,378,6.72,8.47,NA
2006-09-06,26,NA,NA,5.06,43,379,6.69,8.32,NA
2006-09-06,27,NA,NA,4.54,38.5,381,6.67,8.25,NA
2006-09-06,28,NA,NA,3.92,33.2,383,6.66,8.14,NA
2006-09-06,29,NA,NA,3.58,30.3,383,6.66,8.1,NA
2006-09-06,30,NA,NA,3.15,26.6,326,7,8.07,NA
2006-09-12,1,NA,110.5,8.985,NA,NA,8.015,19.56,NA
2006-09-12,2,NA,110,9,NA,NA,8.04,19.42,NA
2006-09-12,3,NA,110,9,NA,NA,8.02,19.39,NA
2006-09-12,4,NA,110,8.94,NA,NA,7.91,19.41,NA
2006-09-12,5,NA,110,8.92,NA,NA,8,19.43,NA
2006-09-12,6,NA,110,8.88,NA,NA,7.99,19.44,NA
2006-09-12,7,NA,110,8.83,NA,NA,7.95,19.44,NA
2006-09-12,8,NA,110,8.81,NA,NA,7.93,19.44,NA
2006-09-12,9,NA,110,8.77,NA,NA,7.89,19.43,NA
2006-09-12,10,NA,110,8.75,NA,NA,7.9,19.43,NA
2006-09-12,11,NA,110,8.73,NA,NA,7.89,19.43,NA
2006-09-12,12,NA,110,8.71,NA,NA,7.91,19.41,NA
2006-09-12,13,NA,110,8.68,NA,NA,7.9,19.39,NA
2006-09-12,14,NA,108,7.57,NA,NA,7.34,18.17,NA
2006-09-12,15,NA,100,5.36,NA,NA,6.78,13.55,NA
2006-09-12,16,NA,99,5.31,NA,NA,6.74,11.8,NA
2006-09-12,17,NA,99,5.1,NA,NA,6.71,10.72,NA
2006-09-12,18,NA,101,4.37,NA,NA,6.71,10.14,NA
2006-09-12,19,NA,100,4.89,NA,NA,6.68,9.68,NA
2006-09-12,20,NA,100,4.89,NA,NA,6.69,9.5,NA
2006-09-12,21,NA,101,4.46,NA,NA,6.66,9.29,NA
2006-09-12,22,NA,102,4.08,NA,NA,6.65,9.24,NA
2006-09-12,23,NA,101,4.44,NA,NA,6.68,9.09,NA
2006-09-12,24,NA,101,4.24,NA,NA,6.67,8.94,NA
2006-09-12,25,NA,101,4.03,NA,NA,6.66,8.71,NA
2006-09-12,26,NA,103,3.62,NA,NA,6.6,8.47,NA
2006-09-12,27,NA,107,2.23,NA,NA,6.64,8.21,NA
2006-09-12,28,NA,107,2.02,NA,NA,6.64,8.2,NA
2006-09-12,29,NA,108,1.81,NA,NA,6.63,8.08,NA
2006-09-12,30,NA,108,1.66,NA,NA,6.62,8.05,NA
2006-09-26,1,NA,115.66666666666667,9.540000000000001,108.4,318,7.683333333333334,17.363333333333333,NA
2006-09-26,2,NA,114,9.815,109.4,319,7.67,17.369999999999997,NA
2006-09-26,3,NA,114.5,9.98,112.9,318,7.67,17.369999999999997,NA
2006-09-26,4,NA,115,9.71,107.3,319,7.664999999999999,17.38,NA
2006-09-26,5,NA,115,9.445,102.1,319,7.68,17.38,NA
2006-09-26,6,NA,115,9.49,103.4,319,7.67,17.38,NA
2006-09-26,7,NA,115,9.69,107.8,319,7.635,17.380000000000003,NA
2006-09-26,8,NA,115,9.21,97.9,320,7.675,17.37,NA
2006-09-26,9,NA,115,9.205,98.1,320,7.664999999999999,17.375,NA
2006-09-26,10,NA,114.5,9.39,102.2,320,7.645,17.375,NA
2006-09-26,11,NA,115,8.925,92.6,321,7.65,17.375,NA
2006-09-26,12,NA,114.5,9.11,96.7,321,7.65,17.369999999999997,NA
2006-09-26,13,NA,115,9,94.4,321,7.654999999999999,17.380000000000003,NA
2006-09-26,14,NA,114.5,8.73,89,321,7.654999999999999,17.36,NA
2006-09-26,15,NA,114.5,8.86,92.4,321,7.635,17.325,NA
2006-09-26,16,NA,111.5,7.9,83.2,324,7.109999999999999,14.655,NA
2006-09-26,17,NA,105,6.5,77.7,325,6.859999999999999,11.595,NA
2006-09-26,18,NA,104.5,6.095,69.9,328,6.785,11.06,NA
2006-09-26,19,NA,104,6.12,66.8,329,6.73,9.91,NA
2006-09-26,20,NA,105,5.654999999999999,61.5,332,6.72,9.425,NA
2006-09-26,21,NA,105,5.24,54.9,334,6.715,9.295,NA
2006-09-26,22,NA,102,6.77,58.9,336,6.88,9.26,NA
2006-09-26,23,NA,106,4.62,50.6,336,6.695,9.04,NA
2006-09-26,24,NA,107,4.89,50.849999999999994,341,6.7299999999999995,8.733333333333333,NA
2006-09-26,25,NA,111,3.12,NA,NA,6.53,8.8,NA
2006-09-26,26,NA,113.66666666666667,3.8466666666666667,39.900000000000006,347.5,6.72,8.256666666666666,NA
2006-09-26,27,NA,115.5,2.69,32.7,337,6.734999999999999,8.25,NA
2006-10-10,1,NA,118,9.614999999999998,NA,NA,7.62,14.67,NA
2006-10-10,2,NA,118,9.65,NA,NA,7.59,14.7,NA
2006-10-10,3,NA,118,9.64,NA,NA,7.56,14.71,NA
2006-10-10,4,NA,118,9.63,NA,NA,7.58,14.71,NA
2006-10-10,5,NA,117,9.59,NA,NA,7.56,14.7,NA
2006-10-10,6,NA,118,9.57,NA,NA,7.57,14.7,NA
2006-10-10,7,NA,118,9.56,NA,NA,7.57,14.7,NA
2006-10-10,8,NA,117,9.51,NA,NA,7.54,14.69,NA
2006-10-10,9,NA,118,9.5,NA,NA,7.58,14.69,NA
2006-10-10,10,NA,118,9.51,NA,NA,7.56,14.69,NA
2006-10-10,11,NA,118,9.48,NA,NA,7.53,14.68,NA
2006-10-10,12,NA,118,9.45,NA,NA,7.56,14.69,NA
2006-10-10,13,NA,118,9.43,NA,NA,7.53,14.68,NA
2006-10-10,14,NA,118,9.43,NA,NA,7.5,14.68,NA
2006-10-10,15,NA,118,9.39,NA,NA,7.53,14.68,NA
2006-10-10,16,NA,118,9.36,NA,NA,7.5,14.66,NA
2006-10-10,17,NA,118,9.36,NA,NA,7.52,14.67,NA
2006-10-10,18,NA,118,9.32,NA,NA,7.48,14.61,NA
2006-10-10,19,NA,112,6.12,NA,NA,6.88,12.84,NA
2006-10-10,20,NA,110,3.49,NA,NA,6.59,10.28,NA
2006-10-10,21,NA,109,3.02,NA,NA,6.56,9.75,NA
2006-10-10,22,NA,109,2.97,NA,NA,6.55,9.6,NA
2006-10-10,23,NA,110,2.47,NA,NA,6.56,9.39,NA
2006-10-10,24,NA,110,2.5,NA,NA,6.55,9.34,NA
2006-10-10,25,NA,110,2.35,NA,NA,6.55,9.17,NA
2006-10-10,26,NA,112.5,1.995,NA,NA,6.555,9.04,NA
2006-10-10,27,NA,116,1.25,NA,NA,6.61,8.75,NA
2006-10-10,28,NA,116,0.96,NA,NA,6.6,8.57,NA
2006-10-10,29,NA,117,0.88,NA,NA,6.65,8.54,NA
2007-05-10,1,NA,90.35,12.995000000000001,116.75,NA,7.779999999999999,10.125,NA
2007-05-10,2,NA,89.9,13.04,115.1,NA,7.77,9.37,NA
2007-05-10,3,NA,89.8,12.99,114,NA,7.76,9.14,NA
2007-05-10,4,NA,89.6,12.93,112.5,NA,7.78,8.76,NA
2007-05-10,5,NA,89.7,12.95,112.2,NA,7.78,8.6,NA
2007-05-10,6,NA,89.8,12.93,111.5,NA,7.78,8.42,NA
2007-05-10,7,NA,89.5,12.91,111.2,NA,7.77,8.38,NA
2007-05-10,8,NA,89.7,12.89,110.8,NA,7.75,8.3,NA
2007-05-10,9,NA,89.9,12.82,109.7,NA,7.74,8.09,NA
2007-05-10,10,NA,90,12.73,108.5,NA,7.73,7.92,NA
2007-05-10,11,NA,90.2,12.65,107.4,NA,7.7,7.77,NA
2007-05-10,12,NA,90.2,12.59,106.6,NA,7.69,7.67,NA
2007-05-10,13,NA,89.6,12.59,106.3,NA,7.67,7.54,NA
2007-05-10,14,NA,90.3,12.54,105.6,NA,7.65,7.46,NA
2007-05-10,15,NA,90.3,12.54,105.4,NA,7.64,7.37,NA
